text,difficulty,user_answer,correct_answer
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,S,S
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,S,S
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,S,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of carbon 2 in the compound 2-bromo-3-methylhexanoic acid.,2.30,R,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,S,S
What is the IUPAC name for the following compound?,1.50,2-methyl-3-chloropentane,3-chloro-2-methylpentane
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,S,S
What is the stereochemistry of carbon 1 in the compound 1-bromo-1-chloro-2-fluoroethane?,3.00,R,S
What is the stereochemistry of carbon 2 in 2-methyl-3-nitropropanoic acid?,2.00,S,S
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,0.45,3-methylpentane,3-methylpentane
What is the IUPAC name for the following compound?,2.00,3-methylpent-2-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,1.50,2-chloro-3-methylpentane,3-chloro-2-methylpentane
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
What is the IUPAC name for the following compound?,2.00,2-methylpent-3-ene,4-methylpent-2-ene
What is the IUPAC name for the following compound?,1.80,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,1.80,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.20,1-isopropyl-2-methylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.50,2-methyl-3-ethylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for this compound?,2.00,"3-ethyl-4,5-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for the following compound?,2.50,3-ethyl-2-methylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for the following compound?,2.20,2-isopropyl-1-methylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,R,S
What is the IUPAC name for the following compound?,2.00,"4-ethyl-2,5-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for this compound?,0.50,1-bromo-2-chloropropane,1-bromo-2-chloropropane
What is the IUPAC name for the following compound?,2.00,3-methylpent-2-yne,3-methylpent-1-yne
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,R,R
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,S,R
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-3-ene","4-ethyl-2,3-dimethylhex-2-ene"
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,R,R
What is the IUPAC name for this compound?,1.50,2-ethyl-1-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,S,R
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,R,R
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,S,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,R,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,R,S
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,R,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,R,S
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,S,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,R,R
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,S,R
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,R,S
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,R,S
What is the stereochemistry of carbon 2 in the compound 2-bromo-3-fluorobutane?,1.50,S,R
What is the stereochemistry of carbon 2 in the compound 2-bromo-3-fluorobutane?,1.50,S,R
What is the stereochemistry of carbon 2 in the compound 2-bromo-3-fluorobutane?,1.50,R,R
What is the stereochemistry of carbon 2 in the compound 2-bromo-3-fluorobutane?,1.50,R,R
Determine the stereochemistry of carbon 2 in the compound 2-bromo-3-methylhexanoic acid.,2.30,R,R
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,R,R
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,S,S
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.80,2-bromo-1-chlorocyclohexan-4-ol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for the following compound?,1.80,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.00,2-methylpent-3-ene,4-methylpent-2-ene
Determine the stereochemistry of carbon 2 in the following compound and name it.,1.50,S,R
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,0.50,1-bromo-3-chloropropane,1-bromo-2-chloropropane
Determine the stereochemistry of carbon 2 in the following compound and name it.,1.50,R,R
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.20,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
Determine the stereochemistry of carbon 2 in the following compound and name it.,1.50,R,R
What is the IUPAC name for the following compound?,2.80,2-bromo-1-chlorocyclohexan-4-ol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for the following compound?,2.20,1-isopropyl-3-methylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.00,2-methylpent-3-ene,4-methylpent-2-ene
What is the IUPAC name for the following compound?,2.20,2-ethyl-1-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,0.50,1-bromo-2-chloropropane,1-bromo-2-chloropropane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,2.50,1-bromo-3-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
Determine the stereochemistry of carbon 2 in the following compound and name it.,1.50,S,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
Determine the stereochemistry of carbon 2 in the compound 2-bromo-3-methylhexanoic acid.,2.30,S,R
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,S,R
What is the IUPAC name for the following compound?,1.80,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,0.65,3-ethylpent-1-ene,3-ethylpent-1-ene
What is the IUPAC name for this compound?,0.65,3-ethylpent-1-ene,3-ethylpent-1-ene
What is the IUPAC name for the following compound?,1.50,2-chloro-3-methylpentane,3-chloro-2-methylpentane
What is the IUPAC name for the following compound?,1.50,2-chloro-3-methylpentane,3-chloro-2-methylpentane
What is the IUPAC name for the following compound?,2.00,"3-ethyl-2,4-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for the following compound?,2.00,"3-ethyl-2,4-dimethylhexane","4-ethyl-2,3-dimethylhexane"
Determine the stereochemistry of carbon 2 in the compound 2-bromo-3-methylhexanoic acid.,2.30,R,R
What is the IUPAC name for this compound?,0.45,4-methylpentane,3-methylpentane
What is the IUPAC name for the following compound?,2.00,2-methylpent-3-yne,3-methylpent-1-yne
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for this compound?,0.45,2-methylpentane,3-methylpentane
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,S,R
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,S,R
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,R,R
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,R,R
Determine the stereochemistry of carbon 2 in the following compound and name it.,1.50,S,R
What is the IUPAC name for this compound?,0.45,3-methylpentane,3-methylpentane
What is the IUPAC name for this compound?,0.45,3-methylpentane,3-methylpentane
What is the IUPAC name for this compound?,0.45,2-methylpentane,3-methylpentane
What is the IUPAC name for this compound?,0.45,2-methylpentane,3-methylpentane
What is the IUPAC name for the following compound?,1.50,3-chloro-2-methylpentane,3-chloro-2-methylpentane
What is the IUPAC name for the following compound?,1.50,3-chloro-2-methylpentane,3-chloro-2-methylpentane
What is the IUPAC name for the following compound?,1.50,3-chloro-2-methylpentane,3-chloro-2-methylpentane
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,S,S
What is the IUPAC name for the following compound?,1.50,3-chloro-2-methylpentane,3-chloro-2-methylpentane
Determine the stereochemistry of carbon 4 in the compound 3-ethyl-4-methylhexane.,2.00,S,S
Determine the stereochemistry of carbon 3 in the compound 3-phenyl-2-butanone.,2.50,R,R
What is the major product of this reaction?,0.60,2-chlorobutane,2-chlorobutane
What is the IUPAC name for this compound?,0.40,,cis-2-bromocyclohexanol
